"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1801663711133995138","Fri Jun 14 17:11:16 +0000 2024","0","Temenku jg gini kok. LPDP S2 d negeri paman Sam. Pas pulang kita suruh kerja d ibukota aja dia g mau. Dia milih buat balik ke daerah asalny. Dan akhirny jd dosen negeri kembali ke alamamter S1 ny. Ngabdi kmbali jd CPNS dan skrg buat prubahan2 baru d kampus tercinta kita:)))","1801663711133995138","","","in","","0","0","0","https://x.com/Anggun_srii/status/1801663711133995138","773567852","Anggun_srii"
"1801663002514755603","Fri Jun 14 17:08:27 +0000 2024","0","apply LPDP kali ye","1801663002514755603","","","und","they/any","0","0","0","https://x.com/176_056200/status/1801663002514755603","1155160712282439680","176_056200"
"1801660780817138166","Fri Jun 14 16:59:38 +0000 2024","0","tsudaken please bayarin uang kuliahku dan biaya hidup sampe iisma dan lpdp plis","1801660780817138166","","","in","","0","0","0","https://x.com/stepisthewinner/status/1801660780817138166","1611603696248573953","stepisthewinner"
"1801577314209448273","Fri Jun 14 16:44:48 +0000 2024","0","@bturn2c coba aja lu gass lpdp batch 2 buka tanggal 9 juli loh","1801657050365366473","","bibequwu","in","","0","0","0","https://x.com/hagyahagiaky/status/1801657050365366473","1782253730869755904","hagyahagiaky"
"1801578582621515868","Fri Jun 14 16:36:21 +0000 2024","59","8. Fresh grad Aku FG lulus S1 Sept 23. Ga masalah mau FG/ga kok. tp honestly aku udah lmyn banyak pengalaman kerja krn selalu kerja freelance sejak SMA &amp; magang saat kuliah. Ku jg sempet kerja setelah lulus (sblm daftar lpdp) &amp; kerja jg skrg. It depends on your case!","1801654922318123193","","aurewliaa","in","","3","2","3","https://x.com/aurewliaa/status/1801654922318123193","1740030080439685120","aurewliaa"
"1801578582621515868","Fri Jun 14 16:21:39 +0000 2024","72","4. Daftar sebelum hari-H Ngisi application itu LAMA took me 1.5 jam sendiri cuma buat isi application form LPDP meski essay &amp; penilaian diri udah aku siapin. List organisasi dari SMP - Kuliah &amp; beyond. Prestasi penghargaan seminar workshop publikasi; siapin semua listnya","1801651222728032442","","aurewliaa","in","","0","3","1","https://x.com/aurewliaa/status/1801651222728032442","1740030080439685120","aurewliaa"
"1801651142151258273","Fri Jun 14 16:21:20 +0000 2024","1","Bismilah beasiswa LPDP 2024 Batch 2","1801651142151258273","","","in","Winongan, Indonesia","0","0","0","https://x.com/Mas_Fahmi15/status/1801651142151258273","1298987692848422914","Mas_Fahmi15"
"1801648982348992665","Fri Jun 14 16:12:45 +0000 2024","0","Demi Allah ngakak bacain quote tweetnya katanya keren soalnya jauh-jauh ke London pake LPDP gak jadi seleb doang","1801648982348992665","","","in","Kota Beika, Jepang","0","0","0","https://x.com/xxenoxxe/status/1801648982348992665","1087220463133065216","xxenoxxe"
"1801644497736241420","Fri Jun 14 15:54:55 +0000 2024","0","Checked my instagram and watching my highschool mate tembus lpdp harvard... Ya Allah gimana CARANYA","1801644497736241420","","","en","","0","0","0","https://x.com/kkumaseyo/status/1801644497736241420","1309276713637953536","kkumaseyo"
"1801598879605133787","Fri Jun 14 15:53:28 +0000 2024","0","@cozynnamon Well ngeliat temen ada yg S2 LPDP di Melbourn Univ ada yang S2 LPDP di Edenburgh Univ diterima PNS lulusan STAN yang dah nikah dan segala macam aku insecure wkwk","1801644131447619717","","cozynnamon","in","","0","1","0","https://x.com/senikachester/status/1801644131447619717","1554799140462178304","senikachester"
"1801643816048595299","Fri Jun 14 15:52:13 +0000 2024","1","komennta diisi banyak hujatan ya. he cok de'e budhal kuliah S2 ngge LPDP dan gelem balik Indo wes sujud syukur lho. deloken kae sek wes do kuliah neng LN nggo LPDP tapi gak gelem balik.","1801643816048595299","","","in","mars","0","0","0","https://x.com/mboksinito/status/1801643816048595299","1137657014090211328","mboksinito"
"1801642266127438002","Fri Jun 14 15:46:53 +0000 2024","0","Temen ku yg satu lagi lebih keren resign karena dapat beasiswa S2 lpdp Asli keren bangettt dah","1801642476010410480","","AldyGreget","in","","0","0","0","https://x.com/AldyGreget/status/1801642476010410480","538867008","AldyGreget"
"1801639215844966703","Fri Jun 14 15:33:56 +0000 2024","0","ngeledek pejabat yang pake duit pajak asal-asalan aja lu paling bisa tapi giliran kami minta pertanggungjawaban duit pajak kami ke awardee LPDP supaya mengikuti jejak mbak ini lu malah marah haha","1801639215844966703","","","in","aku masih di sini, untuk setia","0","0","1","https://x.com/hujanyangturun_/status/1801639215844966703","710280429442441216","hujanyangturun_"
"1801498578197823603","Fri Jun 14 15:27:41 +0000 2024","0","@JSTrikukuh Minta dicarikan kerja alias ada jalur khusus di rekrutment aparatur negara makes sense sih. Justru thats how we got the ROI. Ps. Im not an LPDP awardee dan ikhlas aja mereka punya jalur khusus. Wong uda d sekolahin yg bener kasi ruang gerak yg tepat is just being efficient.","1801637644436443559","","JSTrikukuh","in","Leeds, England","0","0","0","https://x.com/anshzanis/status/1801637644436443559","204792006","anshzanis"
