"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1752119243221741807","Mon Jan 29 23:59:15 +0000 2024","0","Anggota DPR Sebut Tidak Realistis Bila Rencana Pemerintah Hentikan Anggaran LPDP https://t.co/gB6G78GeEa","1752119243221741807","","","in","ÜT:-6.186977, 106.759125","0","0","0","https://x.com/csutrisnoid/status/1752119243221741807","1092785522","csutrisnoid"
"1752108781860003904","Mon Jan 29 23:17:40 +0000 2024","0","85 Prodi UGM Jadi Tujuan Penerima Beasiswa LPDP Program Double dan Joint Degree https://t.co/WngPqGrfKO","1752108781860003904","","","in","","0","0","0","https://x.com/MelukisTakdir1/status/1752108781860003904","1693448540536909824","MelukisTakdir1"
"1752105680725848456","Mon Jan 29 23:05:21 +0000 2024","2","Habis baca essay pendaftaran LPDP mahasiswaku/adik kelasku dan asli cakep deh essaynya. Kelihatan sekali benang merah antara pendidikan-pengalaman kerja&amp;klinik-rencana studi dan pengabdiannya. Bener-bener nunggu timing Allah aja kayanya buat adik ini aaamiin","1752105680725848456","","","in","Indonesia","0","0","0","https://x.com/rcahyantari/status/1752105680725848456","54496705","rcahyantari"
"1751944518990209286","Mon Jan 29 22:32:29 +0000 2024","0","@DexWatii @GustiMberkahi Program nya Suharto basi... Anak 2 kok cuma 1 yg ditargetkan? LPDP merasa tak berarti buat negara krn buanyak sekali lulusannya gk mau balik ke Indonesia. Tanya kenapa? Krn politikuanya kayak ganjar dan mahfud. Mental koruptor..","1752097409763795252","","DexWatii","in","Jakarta","0","0","0","https://x.com/The_Savior__/status/1752097409763795252","193566220","The_Savior__"
"1752088217065754994","Mon Jan 29 21:55:57 +0000 2024","0","Lumayan dapet conditional offer dah yuk ah stop galau gak jelas. Mau sekolah prepare europe trip ceunah (yawlah mau duit 5 milyar diantar segera). Belum baca lagi persyaratan PK LPDP pula https://t.co/meaVdSIQc4","1752088217065754994","https://pbs.twimg.com/media/GFCq8a-agAAfm1D.jpg","","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/syifaliu/status/1752088217065754994","2828005082","syifaliu"
"1752078210701857175","Mon Jan 29 21:43:56 +0000 2024","0","@MrakchiBigKid Yaah bdelti lpdp wliti katlef lya ","1752085192158625858","","MrakchiBigKid","in","guercif 7achak","0","1","0","https://x.com/999xp_/status/1752085192158625858","1702830428258709504","999xp_"
"1751937741548666994","Mon Jan 29 21:32:09 +0000 2024","0","@ardisatriawan Disaat lpdp jd bahan gacoran UKT jd mesin screening pembantai","1752082225766764611","","ardisatriawan","in","","0","0","0","https://x.com/iman_manul/status/1752082225766764611","102927552","iman_manul"
"1752049139142332906","Mon Jan 29 19:20:40 +0000 2024","0","Mendingan beasiswa LPDP dananya ungun UNIV aja jadi tidak ada lagi PTN BH biaya pendidikan jadi lebih murah","1752049139142332906","","","in","Indonesia","0","0","0","https://x.com/dewantidhika/status/1752049139142332906","89934415","dewantidhika"
"1752033991614472524","Mon Jan 29 18:20:29 +0000 2024","1","¡¡Seguimos trabajando vamos a por la segunda vuelta!! ️️","1752033991614472524","","","es","La Pedraja de Portillo","0","0","0","https://x.com/adrimendy99lpdp/status/1752033991614472524","2960802238","adrimendy99lpdp"
"1752028088723210398","Mon Jan 29 17:57:03 +0000 2024","0","mungkin skema dana abadi pendidikan macem lpdp bisa di localize di masing-masing pt dikelola oleh alumni dimulai dari dana sumbangan alumni","1752028093496369326","","jebws","in","Indonesia","0","2","0","https://x.com/jebws/status/1752028093496369326","257454428","jebws"
"1751937741548666994","Mon Jan 29 17:42:32 +0000 2024","3","@LudwigAWMozart @ardisatriawan Orang yg daftar ribuan tapi kalau kuota cuman 10 orang coba kalau LPDP difokuskan kesini mungkin bisa nambah jadi 50 orang yg dapat beasiswa","1752024441729823003","","LudwigAWMozart","in","","0","1","1","https://x.com/marsupilamichen/status/1752024441729823003","1212534148159528961","marsupilamichen"
"1752019370954588592","Mon Jan 29 17:22:23 +0000 2024","0","Wondering patokan daerah afirmas LPDP tuh dari faktor apa? Kayaknya mayoritas daerah di Indonesia itu bisa banget masuk daerah afirmasi. Walaupun skala kota banyak daerah di Pulau Sulawesi NTB dsb masih belum banyak sarjana. Padahal buat keterima LPDP perlu jadi sarjana dulu","1752019370954588592","","","in","Indonesia","0","1","0","https://x.com/niwidyaningrum/status/1752019370954588592","60257068","niwidyaningrum"
"1752017783020470650","Mon Jan 29 17:17:49 +0000 2024","0","@odontolicious kak boleh bantu daftar lpdp besok lulus bisa?","1752018220972982535","","odontolicious","in","Seychelles","0","1","0","https://x.com/osengdaging/status/1752018220972982535","1572218367347662853","osengdaging"
"1752016154720354665","Mon Jan 29 17:09:36 +0000 2024","2","ada yang lagi mau daftar lpdp terus mau essaynya aku review gakk . . . mumpung aku masih pegang 2 essay . . .","1752016154720354665","","","in"," random af","0","6","0","https://x.com/julyx/status/1752016154720354665","1322532361305690112","julyx"
"1752014315258024429","Mon Jan 29 17:02:18 +0000 2024","0","just read some articles bout 2024 election. damnnn am moving my feet to other country really soon. but with lpdp lol","1752014315258024429","","","en","Tgr - Somewhere on the planet","0","0","0","https://x.com/JaaxsBoy/status/1752014315258024429","1330678697318248448","JaaxsBoy"
"1750572145825190023","Mon Jan 29 17:00:11 +0000 2024","0","@Murtiutami12_ @ErhandLantera @TimnasIndonesia @LPDP_RI oke kaa izin DM ya","1752013784896725490","","Murtiutami12_","in","","0","0","0","https://x.com/tetajelli/status/1752013784896725490","1364480470264635394","tetajelli"
"1750572145825190023","Mon Jan 29 16:47:32 +0000 2024","1","@tetajelli @ErhandLantera @TimnasIndonesia @LPDP_RI Haloo boleh tp kemungkinan aku baru bisa review selasa sore/malam yaa","1752010600929181841","","tetajelli","in","","0","1","0","https://x.com/Murtiutami12_/status/1752010600929181841","231648186","Murtiutami12_"
"1751936962364370997","Mon Jan 29 16:26:20 +0000 2024","0","@mekluyi @tanyarlfes Iya jirr","1752005265438958031","","mekluyi","in","","0","0","0","https://x.com/theworldoftemi/status/1752005265438958031","724191827704729600","theworldoftemi"
"1752000174422179898","Mon Jan 29 16:10:20 +0000 2024","0","@BAEKols No need lpdp. But might be for Ph.d","1752001237820784949","","XINgabut","en","","0","1","0","https://x.com/handharka/status/1752001237820784949","937170343","handharka"
"1752000174422179898","Mon Jan 29 16:07:46 +0000 2024","0","@JNGWNols practice for you bro before lpdp start","1752000593324077431","","handharka","en","Ayres Daneswara fan account‼️","0","1","0","https://x.com/XINgabut/status/1752000593324077431","1722980537944698880","XINgabut"
